event_id;team_host;team_away;league;bet_type;expected_result;coefficient;actual_result;win_status
38926017;Днепр;Сталь Днепродзержинск;0;Двойной шанс;X2;2.21;1:1(0:0, 1:1);1
38926015;Карпаты Львов;Динамо Киев;0;1Х2 (Основное время);Динамо Киев;1.32;0:2(0:1, 0:1);1
38926014;Александрия;Ворксла Полтава;0;1Х2 (Основное время);ничья;3.02;3:2(3:1, 0:1);0
