event_id;team_host;team_away;league;bet_type;expected_result;coefficient;actual_result;win_status
39183393;Янг Бойз;Шахтер Д;0;Тотал Гостей 0.5;Больше;2.00;2:0(0:0, 2:0);0
39130432;Селтик;ФК Астана;0;1Х2 (Основное время);Селтик;1.60;2:1(1:0, 1:1);1
39130431;Легия Варшава;Тренчин;0;1Х2 (Основное время);Легия Варшава;1.77;0:0(0:0, 0:0);0
39130430;Янг Бойз;Шахтер Д;0;1Х2 (Основное время);Шахтер Д;1.90;2:0(0:0, 2:0);0
