event_id;team_host;team_away;league;bet_type;expected_result;coefficient;actual_result;win_status
39364066;Ворксла Полтава;Карпаты Львов;0;Обе забьют?;Да;2.00;1:1(0:1, 1:0);1
39364064;Заря Луганск;Черноморец Одесса;0;1Х2 (Основное время);Заря Луганск;1.32;4:0(3:0, 1:0);1
39364063;Олимпик Донецк;Звезда Кировоград;0;Фора +0;Звезда Кировоград;1.70;4:2 (0:0);0
